8.46292	0.243462	0	0	0	8.46292	0.243462	8.6	0.25	3.00029	0.0290616	-3.00029	0	0	0
8.46016	0.246046	-0.00157876	0.00301608	0.00251207	8.44818	0.251553	8.45	0.25	3.00027	0.0295772	-3.00027	0	0.00981633	0
8.46439	0.244814	0.000173254	0.000824772	0.000579729	8.56759	0.241943	8.45	0.25	0	0.0295772	0	0	0.00981633	0.123893
8.46289	0.246731	-0.000845665	0.00309287	0.00228234	8.45582	0.253997	8.45	0.25	0	0.0295772	0	0	0.00564957	0.123893
8.38954	0.237688	-0.511499	-0.00752322	-0.00802772	8.42544	0.254042	8.35	0.25	1.81979	0.0299312	-1.81979	0	0.00564957	27.7825
8.34281	0.240789	-0.534747	-0.00083327	-0.00287665	8.23962	0.24916	8.25	0.25	1.81978	0.0302938	-1.81978	0	0.563511	27.7825
8.15244	0.230274	-1.58114	-0.0160707	-0.0147614	7.93286	0.188391	8.05	0.2	4.12286	0.0248396	-3.99976	-0.99994	0.563511	82.3439
8.03884	0.225386	-1.63188	-0.0149284	-0.0121033	7.84073	0.159858	7.85	0.15	4.12282	0.019106	-3.99972	-0.99993	2.26143	82.3439
7.86538	0.223754	-2.16303	-0.0139695	-0.00834378	7.61269	0.155818	7.7	0.15	2.99982	0.0194781	-2.99982	0	2.26143	20.0551
7.72486	0.219898	-2.21261	-0.00674144	-0.000853937	7.54016	0.159641	7.55	0.15	2.99982	0.0198649	-2.99982	0	1.96384	20.0551
7.61559	0.216021	-2.11904	-0.00081248	0.00546849	7.50815	0.0953827	7.45	0.100001	2.0309	0.0134221	-1.8165	-0.908239	1.96384	1.06485
7.47433	0.195962	-2.15532	0.0338195	0.0382711	7.3426	0.0345312	7.35	0.0500011	2.03088	0.00680277	-1.81648	-0.90823	2.22407	1.06485
7.31387	0.181355	-2.39035	0.0503316	0.0528048	7.20598	0.00492725	7.2	9.49949e-07	2.8761	1.31937e-07	-2.72851	-0.909507	2.22407	3.99671
7.162	0.131489	-2.42193	0.123595	0.111739	7.05406	-0.0533413	7.05	-0.0499992	2.87608	-0.00709197	-2.72849	-0.909499	2.49548	3.99671
7.05895	0.0688993	-2.19858	0.207066	0.1726	6.74585	-0.143185	6.95	-0.15	2.57243	-0.0215794	-1.81898	-1.81898	2.49548	5.94507
6.92648	-0.0337747	-2.23675	0.321524	0.253558	6.84972	-0.258748	6.85	-0.25	2.5724	-0.0364802	-1.81896	-1.81897	3.33754	5.94507
6.81751	-0.114672	-2.24787	0.391672	0.296784	6.66966	-0.346668	6.75	-0.349999	2.82949	-0.0518053	-2.00076	-2.00075	3.33754	1.8698
6.70287	-0.239493	-2.30885	0.499696	0.364985	6.64329	-0.462604	6.65	-0.449999	2.82949	-0.067566	-2.00076	-2.00075	3.2074	1.8698
6.65949	-0.391452	-2.04962	0.655983	0.476417	6.60862	-0.557035	6.6	-0.549999	2.23348	-0.0831411	-0.998836	-1.99769	3.2074	9.99722
6.57557	-0.504696	-2.10057	0.728726	0.510922	6.56029	-0.650892	6.55	-0.65	2.23348	-0.0989128	-0.99884	-1.99769	1.28646	9.99722
